championship,round,date,time,day_of_week,home_team,away_team,winner,stadium,home_team_score,away_team_score,home_team_region,away_team_region,winner_region
2005,8,19/06/2005,18h10,Domingo,Sao Paulo,Botafogo-RJ,Sao Paulo,Morumbi,1,0,SP,RJ,SP
2005,9,25/06/2005,18h10,Sabado,Flamengo,Brasiliense,Brasiliense,Giulite Coutinho,3,4,RJ,DF,DF
2005,9,25/06/2005,18h10,Sabado,Sao Paulo,Internacional,Internacional,Morumbi,1,3,SP,RS,RS
2005,9,25/06/2005,16h00,Sabado,Parana,Atletico-MG,Parana,Pinheirao,1,0,PR,MG,PR
2005,9,25/06/2005,16h00,Sabado,Juventude,Ponte Preta,Ponte Preta,Alfredo Jaconi,1,3,RS,SP,SP
2005,9,26/06/2005,18h10,Domingo,Athletico-PR,Fortaleza,-,Couto Pereira,0,0,PR,CE,-
2005,9,26/06/2005,18h10,Domingo,Cruzeiro,Vasco,-,Mineirao,3,3,MG,RJ,-
2005,9,26/06/2005,16h00,Domingo,Botafogo-RJ,Figueirense,Figueirense,Luso Brasileiro,0,1,RJ,SC,SC
2005,9,26/06/2005,16h00,Domingo,Corinthians,Fluminense,Fluminense,Wilson de Barros,0,1,SP,RJ,RJ
2005,9,26/06/2005,16h00,Domingo,Goias,Coritiba,Goias,Serra Dourada,2,1,GO,PR,GO
2005,9,26/06/2005,18h10,Domingo,Paysandu,Palmeiras,Paysandu,Mangueirao,2,1,PA,SP,PA
2005,9,26/06/2005,16h00,Domingo,Sao Caetano,Santos,Santos,Anacleto Atletico-MGpanella,1,3,SP,SP,SP
2005,10,02/07/2005,16h00,Sabado,Coritiba,Paysandu,Coritiba,Couto Pereira,3,1,PR,PA,PR
2005,10,02/07/2005,18h10,Sabado,Vasco,Goias,Goias,Sao Januario,1,2,RJ,GO,GO
2005,10,02/07/2005,16h00,Sabado,Fluminense,Parana,Parana,Raulino de Oliveira,0,1,RJ,PR,PR
2005,10,03/07/2005,16h00,Domingo,Figueirense,Cruzeiro,-,Orlando Scarpelli,0,0,SC,MG,-
2005,10,03/07/2005,18h10,Domingo,Santos,Juventude,-,Vila Belmiro,0,0,SP,RS,-
2005,10,03/07/2005,16h00,Domingo,Atletico-MG,Flamengo,Atletico-MG,Mineirao,3,1,MG,RJ,MG
2005,10,03/07/2005,18h10,Domingo,Brasiliense,Athletico-PR,Brasiliense,Boca do Jacare,2,1,DF,PR,DF
2005,10,03/07/2005,16h00,Domingo,Fortaleza,Corinthians,Fortaleza,Castelao,2,1,CE,SP,CE
2005,10,03/07/2005,18h10,Domingo,Internacional,Sao Caetano,Internacional,Beira Rio,2,1,RS,SP,RS
2005,10,03/07/2005,18h10,Domingo,Palmeiras,Botafogo-RJ,Palmeiras,Parque Antartica,4,1,SP,RJ,SP
2005,11,09/07/2005,16h00,Sabado,Paysandu,Fortaleza,Fortaleza,Mangueirao,1,2,PA,CE,CE
2005,11,09/07/2005,16h00,Sabado,Juventude,Brasiliense,Juventude,Alfredo Jaconi,2,1,RS,DF,RS
2005,11,09/07/2005,16h00,Sabado,Parana,Figueirense,Parana,Pinheirao,3,0,PR,SC,PR
2005,11,09/07/2005,18h10,Sabado,Sao Caetano,Ponte Preta,Sao Caetano,Anacleto Atletico-MGpanella,2,1,SP,SP,SP
2005,11,09/07/2005,18h10,Sabado,Sao Paulo,Flamengo,Sao Paulo,Morumbi,2,0,SP,RJ,SP
2005,11,10/07/2005,18h10,Domingo,Athletico-PR,Coritiba,Athletico-PR,Arena da Baixada,1,0,PR,PR,PR
2005,11,10/07/2005,16h00,Domingo,Corinthians,Palmeiras,Corinthians,Morumbi,3,1,SP,SP,SP
2005,11,10/07/2005,18h10,Domingo,Cruzeiro,Atletico-MG,Cruzeiro,Mineirao,2,1,MG,MG,MG
2005,11,10/07/2005,16h00,Domingo,Botafogo-RJ,Fluminense,Fluminense,Raulino de Oliveira,1,2,RJ,RJ,RJ
2005,11,10/07/2005,18h10,Domingo,Vasco,Internacional,Internacional,Sao Januario,2,4,RJ,RS,RS
2005,11,10/07/2005,16h00,Domingo,Goias,Santos,Santos,Serra Dourada,3,4,GO,SP,SP
2005,12,16/07/2005,16h00,Sabado,Goias,Brasiliense,Brasiliense,Serra Dourada,1,3,GO,DF,DF
2005,12,16/07/2005,18h10,Sabado,Parana,Corinthians,Corinthians,Willie Davids,2,3,PR,SP,SP
2005,12,16/07/2005,16h00,Sabado,Ponte Preta,Figueirense,Ponte Preta,Moises Lucarelli,2,1,SP,SC,SP
2005,12,16/07/2005,18h10,Sabado,Fluminense,Sao Caetano,Sao Caetano,Raulino de Oliveira,0,1,RJ,SP,SP
2005,12,17/07/2005,16h00,Domingo,Atletico-MG,Athletico-PR,Athletico-PR,Mineirao,2,3,MG,PR,PR
2005,12,17/07/2005,16h00,Domingo,Coritiba,Botafogo-RJ,Botafogo-RJ,Couto Pereira,0,3,PR,RJ,RJ
2005,12,17/07/2005,16h00,Domingo,Flamengo,Vasco,Flamengo,Raulino de Oliveira,1,0,RJ,RJ,RJ
2005,12,17/07/2005,18h10,Domingo,Palmeiras,Fortaleza,Fortaleza,Parque Antartica,1,2,SP,CE,CE
2005,12,17/07/2005,18h10,Domingo,Internacional,Juventude,Internacional,Beira Rio,5,2,RS,RS,RS
2005,12,17/07/2005,16h00,Domingo,Santos,Sao Paulo,Santos,Vila Belmiro,2,1,SP,SP,SP
2005,13,20/07/2005,19h30,Quarta-feira,Sao Caetano,Parana,-,Anacleto Atletico-MGpanella,1,1,SP,PR,-
2005,13,20/07/2005,21h45,Quarta-feira,Brasiliense,Sao Paulo,-,Boca do Jacare,3,3,DF,SP,-
2005,13,20/07/2005,20h30,Quarta-feira,Fortaleza,Atletico-MG,Atletico-MG,Castelao,1,4,CE,MG,MG
2005,13,20/07/2005,20h30,Quarta-feira,Athletico-PR,Fluminense,Athletico-PR,Arena da Baixada,3,2,PR,RJ,PR
2005,13,20/07/2005,19h30,Quarta-feira,Botafogo-RJ,Ponte Preta,Botafogo-RJ,Luso Brasileiro,4,2,RJ,SP,RJ
2005,13,20/07/2005,20h30,Quarta-feira,Internacional,Goias,Goias,Beira Rio,2,3,RS,GO,GO
2005,13,20/07/2005,21h45,Quarta-feira,Figueirense,Palmeiras,Palmeiras,Orlando Scarpelli,1,4,SC,SP,SP
2005,13,20/07/2005,21h45,Quarta-feira,Santos,Vasco,Vasco,Vila Belmiro,2,3,SP,RJ,RJ
2005,13,21/07/2005,20h30,Quinta-feira,Cruzeiro,Coritiba,-,Mineirao,2,2,MG,PR,-
2005,13,21/07/2005,20h30,Quinta-feira,Corinthians,Paysandu,Corinthians,Pacaembu,3,2,SP,PA,SP
2005,13,21/07/2005,20h30,Quinta-feira,Flamengo,Juventude,Juventude,Luso Brasileiro,3,4,RJ,RS,RS
2005,14,23/07/2005,16h00,Sabado,Botafogo-RJ,Brasiliense,-,Luso Brasileiro,1,1,RJ,DF,-
2005,14,23/07/2005,16h00,Sabado,Goias,Fortaleza,Goias,Serra Dourada,2,1,GO,CE,GO
2005,14,23/07/2005,16h00,Sabado,Parana,Athletico-PR,Parana,Pinheirao,2,0,PR,PR,PR
2005,14,23/07/2005,18h10,Sabado,Sao Paulo,Sao Caetano,Sao Caetano,Morumbi,0,1,SP,SP,SP
2005,14,24/07/2005,16h00,Domingo,Vasco,Corinthians,Corinthians,Sao Januario,2,3,RJ,SP,SP
2005,14,24/07/2005,16h00,Domingo,Coritiba,Flamengo,Coritiba,Couto Pereira,3,2,PR,RJ,PR
2005,14,24/07/2005,18h10,Domingo,Cruzeiro,Santos,Cruzeiro,Mineirao,3,2,MG,SP,MG
2005,14,24/07/2005,18h10,Domingo,Paysandu,Internacional,Internacional,Mangueirao,1,2,PA,RS,RS
2005,14,24/07/2005,16h00,Domingo,Palmeiras,Atletico-MG,Palmeiras,Parque Antartica,1,0,SP,MG,SP
2005,14,24/07/2005,18h10,Domingo,Ponte Preta,Fluminense,Ponte Preta,Moises Lucarelli,2,1,SP,RJ,SP
2005,15,27/07/2005,20h30,Quarta-feira,Fluminense,Goias,-,Raulino de Oliveira,1,1,RJ,GO,-
2005,15,27/07/2005,21h45,Quarta-feira,Atletico-MG,Sao Paulo,-,Mineirao,0,0,MG,SP,-
2005,15,27/07/2005,21h45,Quarta-feira,Athletico-PR,Vasco,Athletico-PR,Arena da Baixada,7,2,PR,RJ,PR
2005,15,27/07/2005,20h30,Quarta-feira,Sao Caetano,Botafogo-RJ,Botafogo-RJ,Anacleto Atletico-MGpanella,0,1,SP,RJ,RJ
2005,15,27/07/2005,20h30,Quarta-feira,Corinthians,Cruzeiro,Corinthians,Pacaembu,4,3,SP,MG,SP
2005,15,27/07/2005,19h30,Quarta-feira,Fortaleza,Juventude,Fortaleza,Castelao,2,0,CE,RS,CE
2005,15,27/07/2005,21h45,Quarta-feira,Santos,Ponte Preta,Ponte Preta,Vila Belmiro,0,1,SP,SP,SP
2005,15,28/07/2005,20h30,Quinta-feira,Figueirense,Coritiba,-,Orlando Scarpelli,0,0,SC,PR,-
2005,15,28/07/2005,20h30,Quinta-feira,Flamengo,Palmeiras,-,Luso Brasileiro,0,0,RJ,SP,-
2005,15,28/07/2005,20h30,Quinta-feira,Brasiliense,Paysandu,-,Serejao,0,0,DF,PA,-
2005,15,28/07/2005,20h30,Quinta-feira,Internacional,Parana,Parana,Beira Rio,0,2,RS,PR,PR
2005,16,30/07/2005,16h00,Sabado,Cruzeiro,Fortaleza,Cruzeiro,Mineirao,3,0,MG,CE,MG
2005,16,30/07/2005,16h00,Sabado,Goias,Atletico-MG,Goias,Serra Dourada,3,1,GO,MG,GO
2005,16,30/07/2005,16h00,Sabado,Vasco,Sao Caetano,Vasco,Sao Januario,3,2,RJ,SP,RJ
2005,16,31/07/2005,18h10,Domingo,Palmeiras,Athletico-PR,-,Pacaembu,1,1,SP,PR,-
2005,16,31/07/2005,16h00,Domingo,Coritiba,Brasiliense,-,Couto Pereira,1,1,PR,DF,-
2005,16,31/07/2005,16h00,Domingo,Figueirense,Fluminense,-,Orlando Scarpelli,1,1,SC,RJ,-
2005,16,31/07/2005,16h00,Domingo,Ponte Preta,Internacional,-,Moises Lucarelli,1,1,SP,RS,-
2005,16,31/07/2005,16h00,Domingo,Botafogo-RJ,Flamengo,Flamengo,Luso Brasileiro,0,2,RJ,RJ,RJ
2005,16,31/07/2005,18h10,Domingo,Juventude,Sao Paulo,Juventude,Alfredo Jaconi,2,1,RS,SP,RS
2005,16,31/07/2005,18h10,Domingo,Paysandu,Parana,Parana,Mangueirao,3,4,PA,PR,PR
2005,17,03/08/2005,19h30,Quarta-feira,Sao Caetano,Juventude,-,Anacleto Atletico-MGpanella,1,1,SP,RS,-
2005,17,03/08/2005,20h30,Quarta-feira,Atletico-MG,Paysandu,-,Mineirao,2,2,MG,PA,-
2005,17,03/08/2005,20h30,Quarta-feira,Athletico-PR,Goias,Athletico-PR,Arena da Baixada,1,0,PR,GO,PR
2005,17,03/08/2005,20h30,Quarta-feira,Corinthians,Coritiba,Corinthians,Pacaembu,3,0,SP,PR,SP
2005,17,03/08/2005,19h30,Quarta-feira,Brasiliense,Cruzeiro,Cruzeiro,Boca do Jacare,1,2,DF,MG,MG
2005,17,03/08/2005,21h45,Quarta-feira,Flamengo,Ponte Preta,Flamengo,Luso Brasileiro,1,0,RJ,SP,RJ
2005,17,03/08/2005,21h45,Quarta-feira,Parana,Botafogo-RJ,Parana,Pinheirao,2,0,PR,RJ,PR
2005,17,03/08/2005,21h45,Quarta-feira,Internacional,Santos,Santos,Beira Rio,0,1,RS,SP,SP
2005,17,04/08/2005,20h30,Quinta-feira,Sao Paulo,Palmeiras,-,Morumbi,3,3,SP,SP,-
2005,17,04/08/2005,20h30,Quinta-feira,Fluminense,Vasco,Fluminense,Raulino de Oliveira,3,2,RJ,RJ,RJ
2005,17,04/08/2005,20h30,Quinta-feira,Fortaleza,Figueirense,Fortaleza,Castelao,5,2,CE,SC,CE
2005,18,06/08/2005,16h00,Sabado,Athletico-PR,Cruzeiro,Athletico-PR,Arena da Baixada,5,4,PR,MG,PR
2005,18,06/08/2005,16h00,Sabado,Botafogo-RJ,Paysandu,Botafogo-RJ,Luso Brasileiro,2,0,RJ,PA,RJ
2005,18,06/08/2005,16h00,Sabado,Corinthians,Sao Caetano,Sao Caetano,Pacaembu,0,2,SP,SP,SP
2005,18,07/08/2005,18h10,Domingo,Brasiliense,Internacional,-,Boca do Jacare,0,0,DF,RS,-
2005,18,07/08/2005,16h00,Domingo,Parana,Santos,-,Willie Davids,1,1,PR,SP,-
2005,18,07/08/2005,18h10,Domingo,Ponte Preta,Coritiba,Coritiba,Moises Lucarelli,0,3,SP,PR,PR
2005,18,07/08/2005,18h10,Domingo,Atletico-MG,Fluminense,Fluminense,Mineirao,1,2,MG,RJ,RJ
2005,18,07/08/2005,16h00,Domingo,Fortaleza,Flamengo,Fortaleza,Castelao,2,1,CE,RJ,CE
2005,18,07/08/2005,18h10,Domingo,Sao Paulo,Goias,Goias,Morumbi,0,1,SP,GO,GO
2005,18,07/08/2005,16h00,Domingo,Juventude,Palmeiras,Palmeiras,Alfredo Jaconi,1,2,RS,SP,SP
2005,19,10/08/2005,21h45,Quarta-feira,Internacional,Corinthians,-,Beira Rio,0,0,RS,SP,-
2005,19,10/08/2005,20h30,Quarta-feira,Coritiba,Atletico-MG,Coritiba,Couto Pereira,1,0,PR,MG,PR
2005,19,10/08/2005,21h45,Quarta-feira,Figueirense,Sao Paulo,Figueirense,Orlando Scarpelli,3,1,SC,SP,SC
2005,19,10/08/2005,20h30,Quarta-feira,Palmeiras,Ponte Preta,Palmeiras,Parque Antartica,2,1,SP,SP,SP
2005,19,10/08/2005,19h30,Quarta-feira,Sao Caetano,Athletico-PR,Sao Caetano,Anacleto Atletico-MGpanella,3,2,SP,PR,SP
2005,19,10/08/2005,20h30,Quarta-feira,Paysandu,Vasco,Vasco,Mangueirao,0,2,PA,RJ,RJ
2005,19,11/08/2005,20h30,Quinta-feira,Santos,Brasiliense,-,Vila Belmiro,1,1,SP,DF,-
2005,19,11/08/2005,20h30,Quinta-feira,Flamengo,Parana,-,Luso Brasileiro,1,1,RJ,PR,-
2005,19,11/08/2005,20h30,Quinta-feira,Fluminense,Fortaleza,Fluminense,Raulino de Oliveira,2,0,RJ,CE,RJ
2005,19,11/08/2005,20h30,Quinta-feira,Goias,Juventude,Goias,Serra Dourada,1,0,GO,RS,GO
2005,20,13/08/2005,16h00,Sabado,Coritiba,Sao Caetano,-,Couto Pereira,2,2,PR,SP,-
2005,20,13/08/2005,16h00,Sabado,Palmeiras,Internacional,Palmeiras,Parque Antartica,3,2,SP,RS,SP
2005,20,13/08/2005,18h10,Sabado,Paysandu,Athletico-PR,Paysandu,Mangueirao,2,1,PA,PR,PA
2005,20,14/08/2005,16h00,Domingo,Figueirense,Brasiliense,-,Orlando Scarpelli,2,2,SC,DF,-
2005,20,14/08/2005,18h10,Domingo,Botafogo-RJ,Santos,-,Luso Brasileiro,3,3,RJ,SP,-
2005,20,14/08/2005,16h00,Domingo,Ponte Preta,Corinthians,Corinthians,Moises Lucarelli,3,5,SP,SP,SP
2005,20,14/08/2005,16h00,Domingo,Goias,Flamengo,Goias,Serra Dourada,2,0,GO,RJ,GO
2005,20,14/08/2005,16h00,Domingo,Cruzeiro,Parana,Parana,Mineirao,0,1,MG,PR,PR
2005,20,14/08/2005,18h10,Domingo,Sao Paulo,Fortaleza,Sao Paulo,Morumbi,3,2,SP,CE,SP
2005,20,14/08/2005,16h00,Domingo,Vasco,Atletico-MG,Vasco,Sao Januario,2,1,RJ,MG,RJ
2005,21,20/08/2005,16h00,Sabado,Atletico-MG,Juventude,Atletico-MG,Mineirao,2,1,MG,RS,MG
2005,21,20/08/2005,18h10,Sabado,Athletico-PR,Sao Paulo,Athletico-PR,Arena da Baixada,4,2,PR,SP,PR
2005,21,20/08/2005,18h10,Sabado,Sao Caetano,Cruzeiro,Cruzeiro,Anacleto Atletico-MGpanella,0,1,SP,MG,MG
2005,21,21/08/2005,16h00,Domingo,Corinthians,Goias,-,Pacaembu,1,1,SP,GO,-
2005,21,21/08/2005,16h00,Domingo,Fluminense,Palmeiras,-,Raulino de Oliveira,2,2,RJ,SP,-
2005,21,21/08/2005,16h00,Domingo,Parana,Vasco,-,Pinheirao,0,0,PR,RJ,-
2005,21,21/08/2005,16h00,Domingo,Brasiliense,Ponte Preta,Brasiliense,Boca do Jacare,4,0,DF,SP,DF
2005,21,21/08/2005,18h10,Domingo,Flamengo,Paysandu,Flamengo,Luso Brasileiro,2,1,RJ,PA,RJ
2005,21,21/08/2005,18h10,Domingo,Fortaleza,Botafogo-RJ,Fortaleza,Castelao,3,1,CE,RJ,CE
2005,21,21/08/2005,18h10,Domingo,Santos,Figueirense,Santos,Vila Belmiro,4,3,SP,SC,SP
2005,22,24/08/2005,21h45,Quarta-feira,Cruzeiro,Flamengo,-,Mineirao,0,0,MG,RJ,-
2005,22,24/08/2005,21h45,Quarta-feira,Sao Paulo,Fluminense,-,Morumbi,1,1,SP,RJ,-
2005,22,24/08/2005,20h30,Quarta-feira,Goias,Parana,-,Serra Dourada,1,1,GO,PR,-
2005,22,24/08/2005,19h30,Quarta-feira,Ponte Preta,Athletico-PR,Athletico-PR,Moises Lucarelli,0,2,SP,PR,PR
2005,22,24/08/2005,21h45,Quarta-feira,Juventude,Corinthians,Juventude,Alfredo Jaconi,1,0,RS,SP,RS
2005,22,24/08/2005,19h30,Quarta-feira,Palmeiras,Sao Caetano,Palmeiras,Parque Antartica,2,1,SP,SP,SP
2005,22,24/08/2005,21h45,Quarta-feira,Paysandu,Santos,Santos,Mangueirao,2,3,PA,SP,SP
2005,22,24/08/2005,20h30,Quarta-feira,Vasco,Brasiliense,Vasco,Sao Januario,1,0,RJ,DF,RJ
2005,22,25/08/2005,20h30,Quinta-feira,Figueirense,Atletico-MG,Atletico-MG,Orlando Scarpelli,0,1,SC,MG,MG
2005,22,25/08/2005,20h30,Quinta-feira,Coritiba,Fortaleza,Coritiba,Couto Pereira,2,0,PR,CE,PR
2005,22,25/08/2005,20h30,Quinta-feira,Botafogo-RJ,Internacional,Internacional,Luso Brasileiro,0,1,RJ,RS,RS
2005,23,27/08/2005,16h00,Sabado,Athletico-PR,Juventude,-,Arena da Baixada,2,2,PR,RS,-
2005,23,27/08/2005,16h00,Sabado,Brasiliense,Palmeiras,Brasiliense,Boca do Jacare,3,2,DF,SP,DF
2005,23,27/08/2005,16h00,Sabado,Sao Caetano,Goias,Goias,Anacleto Atletico-MGpanella,0,1,SP,GO,GO
2005,23,28/08/2005,16h00,Domingo,Corinthians,Botafogo-RJ,-,Pacaembu,3,3,SP,RJ,-
2005,23,28/08/2005,16h00,Domingo,Flamengo,Figueirense,-,Luso Brasileiro,2,2,RJ,SC,-
2005,23,28/08/2005,16h00,Domingo,Atletico-MG,Ponte Preta,Atletico-MG,Mineirao,1,0,MG,SP,MG
2005,23,28/08/2005,18h10,Domingo,Fluminense,Paysandu,Fluminense,Raulino de Oliveira,5,2,RJ,PA,RJ
2005,23,28/08/2005,18h10,Domingo,Fortaleza,Vasco,Fortaleza,Castelao,4,2,CE,RJ,CE
2005,23,28/08/2005,16h00,Domingo,Internacional,Cruzeiro,Internacional,Beira Rio,4,1,RS,MG,RS
2005,23,28/08/2005,18h10,Domingo,Santos,Coritiba,Santos,Vila Belmiro,2,0,SP,PR,SP
2005,23,28/08/2005,16h00,Domingo,Parana,Sao Paulo,Sao Paulo,Willie Davids,0,4,PR,SP,SP
2005,24,07/09/2005,21h45,Quarta-feira,Paysandu,Ponte Preta,-,Mangueirao,2,2,PA,SP,-
2005,24,07/09/2005,21h45,Quarta-feira,Athletico-PR,Santos,-,Arena da Baixada,3,3,PR,SP,-
2005,24,07/09/2005,16h00,Quarta-feira,Botafogo-RJ,Vasco,-,Luso Brasileiro,2,2,RJ,RJ,-
2005,24,07/09/2005,16h00,Quarta-feira,Brasiliense,Atletico-MG,Atletico-MG,Boca do Jacare,1,2,DF,MG,MG
2005,24,07/09/2005,16h00,Quarta-feira,Figueirense,Goias,Figueirense,Orlando Scarpelli,3,0,SC,GO,SC
2005,24,07/09/2005,21h45,Quarta-feira,Cruzeiro,Fluminense,Fluminense,Mineirao,2,6,MG,RJ,RJ
2005,24,07/09/2005,16h00,Quarta-feira,Fortaleza,Sao Caetano,Fortaleza,Castelao,5,2,CE,SP,CE
2005,24,07/09/2005,18h10,Quarta-feira,Juventude,Parana,Juventude,Alfredo Jaconi,2,0,RS,PR,RS
2005,24,08/09/2005,20h30,Quinta-feira,Palmeiras,Coritiba,-,Parque Antartica,1,1,SP,PR,-
2005,24,08/09/2005,20h30,Quinta-feira,Flamengo,Internacional,-,Luso Brasileiro,1,1,RJ,RS,-
2005,25,10/09/2005,16h00,Sabado,Goias,Cruzeiro,Goias,Serra Dourada,1,0,GO,MG,GO
2005,25,10/09/2005,16h00,Sabado,Sao Caetano,Paysandu,Paysandu,Anacleto Atletico-MGpanella,1,2,SP,PA,PA
2005,25,11/09/2005,16h00,Domingo,Santos,Flamengo,-,Vila Belmiro,0,0,SP,RJ,-
2005,25,11/09/2005,18h10,Domingo,Atletico-MG,Botafogo-RJ,Botafogo-RJ,Independencia,0,2,MG,RJ,RJ
2005,25,11/09/2005,16h00,Domingo,Corinthians,Athletico-PR,Corinthians,Pacaembu,2,0,SP,PR,SP
2005,25,11/09/2005,16h00,Domingo,Internacional,Figueirense,Internacional,Beira Rio,3,0,RS,SC,RS
2005,25,11/09/2005,16h00,Domingo,Parana,Palmeiras,Palmeiras,Willie Davids,1,3,PR,SP,SP
2005,25,11/09/2005,18h10,Domingo,Ponte Preta,Fortaleza,Ponte Preta,Moises Lucarelli,2,1,SP,CE,SP
2005,25,11/09/2005,18h10,Domingo,Coritiba,Sao Paulo,Sao Paulo,Couto Pereira,1,4,PR,SP,SP
2005,25,11/09/2005,16h00,Domingo,Vasco,Juventude,Vasco,Sao Januario,5,2,RJ,RS,RJ
2005,26,17/09/2005,18h10,Sabado,Flamengo,Sao Caetano,Flamengo,Luso Brasileiro,2,0,RJ,SP,RJ
2005,26,17/09/2005,18h10,Sabado,Palmeiras,Cruzeiro,Palmeiras,Parque Antartica,2,1,SP,MG,SP
2005,26,17/09/2005,17h00,Sabado,Paysandu,Juventude,Paysandu,Mangueirao,3,0,PA,RS,PA
2005,26,17/09/2005,16h00,Sabado,Ponte Preta,Parana,Ponte Preta,Moises Lucarelli,1,0,SP,PR,SP
2005,26,18/09/2005,18h10,Domingo,Coritiba,Fluminense,-,Couto Pereira,0,0,PR,RJ,-
2005,26,18/09/2005,18h10,Domingo,Atletico-MG,Santos,Atletico-MG,Mineirao,3,0,MG,SP,MG
2005,26,18/09/2005,16h00,Domingo,Botafogo-RJ,Goias,Botafogo-RJ,Luso Brasileiro,3,1,RJ,GO,RJ
2005,26,18/09/2005,16h00,Domingo,Figueirense,Corinthians,Corinthians,Orlando Scarpelli,2,3,SC,SP,SP
2005,26,18/09/2005,16h00,Domingo,Brasiliense,Fortaleza,Fortaleza,Boca do Jacare,0,2,DF,CE,CE
2005,26,18/09/2005,16h00,Domingo,Internacional,Athletico-PR,Internacional,Beira Rio,3,2,RS,PR,RS
2005,26,18/09/2005,16h00,Domingo,Sao Paulo,Vasco,Sao Paulo,Morumbi,4,2,SP,RJ,SP
2005,27,21/09/2005,21h45,Quarta-feira,Fluminense,Flamengo,-,Raulino de Oliveira,2,2,RJ,RJ,-
2005,27,21/09/2005,19h30,Quarta-feira,Sao Caetano,Figueirense,Figueirense,Anacleto Atletico-MGpanella,0,1,SP,SC,SC
2005,27,21/09/2005,20h30,Quarta-feira,Goias,Paysandu,Goias,Serra Dourada,4,1,GO,PA,GO
2005,27,21/09/2005,19h30,Quarta-feira,Fortaleza,Internacional,Internacional,Castelao,1,2,CE,RS,RS
2005,27,21/09/2005,20h30,Quarta-feira,Parana,Brasiliense,Parana,Pinheirao,4,1,PR,DF,PR
2005,27,21/09/2005,21h45,Quarta-feira,Santos,Palmeiras,Santos,Vila Belmiro,2,1,SP,SP,SP
2005,27,21/09/2005,21h45,Quarta-feira,Cruzeiro,Sao Paulo,Sao Paulo,Mineirao,2,3,MG,SP,SP
2005,27,22/09/2005,20h30,Quinta-feira,Corinthians,Atletico-MG,-,Pacaembu,1,1,SP,MG,-
2005,27,22/09/2005,20h30,Quinta-feira,Juventude,Coritiba,-,Alfredo Jaconi,0,0,RS,PR,-
2005,27,22/09/2005,20h30,Quinta-feira,Vasco,Ponte Preta,-,Sao Januario,0,0,RJ,SP,-
2005,27,22/09/2005,20h30,Quinta-feira,Athletico-PR,Botafogo-RJ,Athletico-PR,Arena da Baixada,2,0,PR,RJ,PR
2005,28,24/09/2005,17h00,Sabado,Fortaleza,Parana,-,Castelao,2,2,CE,PR,-
2005,28,24/09/2005,16h00,Sabado,Brasiliense,Sao Caetano,-,Boca do Jacare,1,1,DF,SP,-
2005,28,24/09/2005,16h00,Sabado,Sao Paulo,Paysandu,Sao Paulo,Morumbi,4,1,SP,PA,SP
2005,28,25/09/2005,16h00,Domingo,Juventude,Botafogo-RJ,-,Alfredo Jaconi,0,0,RS,RJ,-
2005,28,25/09/2005,18h10,Domingo,Atletico-MG,Internacional,-,Mineirao,1,1,MG,RS,-
2005,28,25/09/2005,16h00,Domingo,Flamengo,Corinthians,Corinthians,Luso Brasileiro,1,3,RJ,SP,SP
2005,28,25/09/2005,16h00,Domingo,Coritiba,Vasco,Coritiba,Couto Pereira,2,0,PR,RJ,PR
2005,28,25/09/2005,16h00,Domingo,Ponte Preta,Cruzeiro,Cruzeiro,Moises Lucarelli,2,3,SP,MG,MG
2005,28,25/09/2005,16h00,Domingo,Figueirense,Athletico-PR,Figueirense,Orlando Scarpelli,2,0,SC,PR,SC
2005,28,25/09/2005,18h10,Domingo,Fluminense,Santos,Fluminense,Raulino de Oliveira,4,3,RJ,SP,RJ
2005,28,25/09/2005,18h10,Domingo,Palmeiras,Goias,Palmeiras,Parque Antartica,3,1,SP,GO,SP
2005,29,01/10/2005,18h10,Sabado,Santos,Fortaleza,-,Vila Belmiro,0,0,SP,CE,-
2005,29,01/10/2005,16h00,Sabado,Cruzeiro,Juventude,Cruzeiro,Mineirao,2,0,MG,RS,MG
2005,29,01/10/2005,16h00,Sabado,Goias,Ponte Preta,Goias,Serra Dourada,4,1,GO,SP,GO
2005,29,01/10/2005,16h00,Sabado,Parana,Coritiba,Parana,Pinheirao,3,2,PR,PR,PR
2005,29,01/10/2005,17h00,Sabado,Paysandu,Figueirense,Paysandu,Curuzu,3,1,PA,SC,PA
2005,29,01/10/2005,18h10,Sabado,Sao Caetano,Atletico-MG,Sao Caetano,Anacleto Atletico-MGpanella,3,1,SP,MG,SP
2005,29,02/10/2005,16h00,Domingo,Internacional,Fluminense,-,Beira Rio,2,2,RS,RJ,-
2005,29,02/10/2005,16h00,Domingo,Vasco,Palmeiras,-,Sao Januario,0,0,RJ,SP,-
2005,29,02/10/2005,18h10,Domingo,Botafogo-RJ,Sao Paulo,-,Luso Brasileiro,1,1,RJ,SP,-
2005,29,02/10/2005,18h10,Domingo,Athletico-PR,Flamengo,Athletico-PR,Arena da Baixada,2,0,PR,RJ,PR
2005,29,02/10/2005,16h00,Domingo,Corinthians,Brasiliense,Corinthians,Pacaembu,3,2,SP,DF,SP
2005,30,04/10/2005,20h30,Terça-feira,Coritiba,Goias,Goias,Couto Pereira,0,2,PR,GO,GO
2005,30,04/10/2005,20h30,Terça-feira,Atletico-MG,Parana,Parana,Mineirao,0,1,MG,PR,PR
2005,30,04/10/2005,20h30,Terça-feira,Ponte Preta,Juventude,Ponte Preta,Moises Lucarelli,3,2,SP,RS,SP
